"incident_date","incident_datetime","analysis_neighborhood","incident_category","incident_category","resolution","police_district","incident_description","incident_number"
"2022-11-27 00:00:00","2022-11-27 18:55:00","Inner Sunset","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, From Locked Vehicle, >$950","220816263"
"2022-11-27 00:00:00","2022-11-27 19:00:00","Bayview Hunters Point","Malicious Mischief","Malicious Mischief","Open or Active","Bayview","Malicious Mischief, Vandalism to Vehicle","220817114"
"2022-11-27 00:00:00","2022-11-27 19:00:00","Nob Hill","Other","Other","Open or Active","Northern","Death Report, Cause Unknown","220817794"
"2022-11-27 00:00:00","2022-11-27 19:00:00","Outer Richmond","Malicious Mischief","Malicious Mischief","Open or Active","Richmond","Malicious Mischief, Tire Slashing","220820979"
"2022-11-27 00:00:00","2022-11-27 19:28:00","Mission Bay","Assault","Assault","Open or Active","Southern","Battery","220816150"
"2022-11-27 00:00:00","2022-11-27 19:32:00","Twin Peaks","Motor Vehicle Theft","Motor Vehicle Theft","Cite or Arrest Adult","Park","Vehicle, Recovered, Stolen outside SF","220816401"
"2022-11-27 00:00:00","2022-11-27 19:33:00","Bernal Heights","Robbery","Robbery","Open or Active","Ingleside","Robbery, Comml. Establ., W/ Force","220816194"
"2022-11-27 00:00:00","2022-11-27 19:33:00","Bernal Heights","Drug Offense","Drug Offense","Open or Active","Ingleside","Narcotics Paraphernalia, Possession of","220816194"
"2022-11-27 00:00:00","2022-11-27 19:34:00","Inner Richmond","Missing Person","Missing Person","Open or Active","Richmond","Missing Adult","220816207"
"2022-11-27 00:00:00","2022-11-27 19:34:00","Western Addition","Suspicious Occ","Suspicious Occ","Open or Active","Northern","Suspicious Occurrence","220821046"
"2022-11-27 00:00:00","2022-11-27 20:00:00","Financial District/South Beach","Non-Criminal","Non-Criminal","Open or Active","Central","Found  Property","220816229"
"2022-11-27 00:00:00","2022-11-27 20:00:00","Hayes Valley","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Park","Vehicle, Stolen, Auto","220816310"
"2022-11-27 00:00:00","2022-11-27 20:00:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Other Property, >$950","226227781"
"2022-11-27 00:00:00","2022-11-27 20:00:00","Sunset/Parkside","Burglary","Burglary","Open or Active","Taraval","Burglary, Residence Under Constr, Unlawful Entry","220821121"
"2022-11-27 00:00:00","2022-11-27 20:00:00","Nob Hill","Larceny Theft","Larceny Theft","Open or Active","Central","License Plate or Tab, Theft of","220817829"
"2022-11-27 00:00:00","2022-11-27 20:10:00","Russian Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Unlocked Vehicle, >$950","226227399"
"2022-11-27 00:00:00","2022-11-27 20:15:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","226227383"
"2022-11-27 00:00:00","2022-11-27 20:17:00","Outer Richmond","Non-Criminal","Non-Criminal","Cite or Arrest Adult","Richmond","Stay Away or Court Order, Non-DV Related","220816326"
"2022-11-27 00:00:00","2022-11-27 20:50:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, <$50","220817302"
"2022-11-27 00:00:00","2022-11-27 20:55:00","Japantown","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, $200-$950","220816376"
"2022-11-27 00:00:00","2022-11-27 20:55:00","Bernal Heights","Robbery","Robbery","Open or Active","Ingleside","Robbery, W/ Force","220816348"
"2022-11-27 00:00:00","2022-11-27 21:00:00","Inner Sunset","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, From Unlocked Vehicle, $50-$200","220817205"
"2022-11-27 00:00:00","2022-11-27 21:00:00","Lone Mountain/USF","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Park","Vehicle, Stolen, Truck","220816887"
"2022-11-27 00:00:00","2022-11-27 21:00:00","Inner Sunset","Malicious Mischief","Malicious Mischief","Open or Active","Park","Malicious Mischief, Vandalism to Vehicle","220817205"
"2022-11-27 00:00:00","2022-11-27 21:00:00","Twin Peaks","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Park","Vehicle, Stolen, Truck","220818479"
"2022-11-27 00:00:00","2022-11-27 21:00:00","Bayview Hunters Point","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Bayview","Miscellaneous Investigation","220816423"
"2022-11-27 00:00:00","2022-11-27 21:00:00","West of Twin Peaks","Disorderly Conduct","Disorderly Conduct","Open or Active","Taraval","Terrorist Threats","220816398"
"2022-11-27 00:00:00","2022-11-27 21:00:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Bayview","Theft, From Unlocked Vehicle, >$950","220818093"
"2022-11-27 00:00:00","2022-11-27 21:00:00","West of Twin Peaks","Weapons Offense","Weapons Offense","Open or Active","Taraval","Weapon, Deadly, Imitation or Laser Scope, Exhibiting","220816398"
"2022-11-27 00:00:00","2022-11-27 21:12:00","Bernal Heights","Recovered Vehicle","Recovered Vehicle","Open or Active","Ingleside","Vehicle, Recovered, Motorcycle","220741892"
"2022-11-27 00:00:00","2022-11-27 21:15:00","Western Addition","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Northern","Driving, No License Issued","220816382"
"2022-11-27 00:00:00","2022-11-27 21:15:00","South of Market","Burglary","Burglary","Open or Active","Southern","Burglary, Warehouse, Forcible Entry","220816871"
"2022-11-27 00:00:00","2022-11-27 21:15:00","Western Addition","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Northern","Traffic Violation Arrest","220816382"
"2022-11-27 00:00:00","2022-11-27 21:29:00","South of Market","Recovered Vehicle","Recovered Vehicle","Open or Active","Southern","Vehicle, Recovered, Truck","220816417"
"2022-11-27 00:00:00","2022-11-27 21:30:00","Tenderloin","Disorderly Conduct","Disorderly Conduct","Open or Active","Tenderloin","Terrorist Threats","220816489"
"2022-11-27 00:00:00","2022-11-27 21:33:00","Twin Peaks","Drug Offense","Drug Offense","Cite or Arrest Adult","Park","Methamphetamine Offense","220816401"
"2022-11-27 00:00:00","2022-11-27 21:33:00","Twin Peaks","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Park","Conspiracy","220816401"
"2022-11-27 00:00:00","2022-11-27 21:33:00","Twin Peaks","Motor Vehicle Theft","Motor Vehicle Theft","Cite or Arrest Adult","Park","Vehicle, Recovered, Stolen outside SF","220816401"
"2022-11-27 00:00:00","2022-11-27 21:45:00","Inner Richmond","Burglary","Burglary","Open or Active","Richmond","Burglary, Hot Prowl, Forcible Entry","220816780"
"2022-11-27 00:00:00","2022-11-27 21:51:00","Bayview Hunters Point","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Bayview","Miscellaneous Investigation","220816445"
"2022-11-27 00:00:00","2022-11-27 21:51:00","Bayview Hunters Point","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Bayview","Domestic Violence (secondary only)","220816445"
"2022-11-27 00:00:00","2022-11-27 21:55:00","Inner Sunset","Disorderly Conduct","Disorderly Conduct","Open or Active","Park","Terrorist Threats","220817885"
"2022-11-27 00:00:00","2022-11-27 21:55:00","Inner Sunset","Robbery","Robbery","Open or Active","Park","Robbery, Chain Store, W/ Force","220817885"
"2022-11-27 00:00:00","2022-11-27 22:00:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Unlocked Vehicle, $200-$950","220816837"
"2022-11-27 00:00:00","2022-11-27 22:00:00","Nob Hill","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Central","Miscellaneous Investigation","220816699"
"2022-11-27 00:00:00","2022-11-27 22:00:00","Potrero Hill","Burglary","Burglary","Open or Active","Southern","Burglary, Non-residential, Forcible Entry","220817255"
"2022-11-27 00:00:00","2022-11-27 22:00:00","Hayes Valley","Missing Person","Missing Person","Open or Active","Park","Missing Adult","220819994"
"2022-11-27 00:00:00","2022-11-27 22:01:00","Bayview Hunters Point","Assault","Assault","Open or Active","Bayview","Battery","220816451"
"2022-11-27 00:00:00","2022-11-27 22:15:00","Western Addition","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, <$50","220816956"
"2022-11-27 00:00:00","2022-11-27 22:30:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen, Auto","220818786"
"2022-11-27 00:00:00","2022-11-27 22:37:00","South of Market","Non-Criminal","Non-Criminal","Open or Active","Tenderloin","Mental Health Detention","220816514"
"2022-11-27 00:00:00","2022-11-27 22:40:00","Hayes Valley","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Property","226227725"
"2022-11-27 00:00:00","2022-11-27 23:00:00","Bayview Hunters Point","Assault","Assault","Cite or Arrest Adult","Bayview","Battery","220816683"
"2022-11-27 00:00:00","2022-11-27 23:20:00","Lakeshore","Non-Criminal","Non-Criminal","Open or Active","Taraval","Aided Case","220816564"
"2022-11-27 00:00:00","2022-11-27 23:30:00","Nob Hill","Larceny Theft","Larceny Theft","Open or Active","Central","License Plate, Stolen","220816962"
"2022-11-27 00:00:00","2022-11-27 23:30:00","Russian Hill","Drug Offense","Drug Offense","Cite or Arrest Adult","Central","Narcotics Paraphernalia, Possession of","220816586"
"2022-11-27 00:00:00","2022-11-27 23:30:00","Russian Hill","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Central","Burglary, Vehicle (Arrest made)","220816586"
"2022-11-27 00:00:00","2022-11-27 23:30:00","Russian Hill","Warrant","Warrant","Cite or Arrest Adult","Central","Warrant Arrest, Local SF Warrant","220816586"
"2022-11-27 00:00:00","2022-11-27 23:34:00","Bayview Hunters Point","Traffic Collision","Traffic Collision","Cite or Arrest Adult","Bayview","Traffic Collision","220816558"
"2022-11-27 00:00:00","2022-11-27 23:34:00","Bayview Hunters Point","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Bayview","Traffic Violation Arrest","220816558"
"2022-11-27 00:00:00","2022-11-27 23:34:00","Bayview Hunters Point","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Bayview","Driving, No License Issued","220816558"
"2022-11-28 00:00:00","2022-11-28 00:00:00","Sunset/Parkside","Suspicious Occ","Suspicious Occ","Open or Active","Taraval","Suspicious Occurrence","220820076"
"2022-11-28 00:00:00","2022-11-28 00:00:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Other Property, $50-$200","226227800"
"2022-11-28 00:00:00","2022-11-28 00:00:00","Portola","Assault","Assault","Open or Active","Bayview","Battery","220819013"
"2022-11-28 00:00:00","2022-11-28 00:16:00","South of Market","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Southern","Miscellaneous Investigation","220816605"
"2022-11-28 00:00:00","2022-11-28 00:16:00","South of Market","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Southern","Domestic Violence (secondary only)","220816605"
"2022-11-28 00:00:00","2022-11-28 00:29:00","Bayview Hunters Point","Burglary","Burglary","Open or Active","Bayview","Burglary, Residence, Unlawful Entry","220818974"
"2022-11-28 00:00:00","2022-11-28 00:29:00","Bayview Hunters Point","Burglary","Burglary","Open or Active","Bayview","Burglary, Residence, Unlawful Entry","220818974"
"2022-11-28 00:00:00","2022-11-28 00:30:00","Sunset/Parkside","Suspicious Occ","Suspicious Occ","Open or Active","Taraval","Suspicious Occurrence","220818269"
"2022-11-28 00:00:00","2022-11-28 01:00:00","Bayview Hunters Point","Disorderly Conduct","Disorderly Conduct","Open or Active","Bayview","Terrorist Threats","220818071"
"2022-11-28 00:00:00","2022-11-28 01:25:00","South of Market","Burglary","Burglary","Open or Active","Tenderloin","Burglary, Non-residential, Forcible Entry","220821159"
"2022-11-28 00:00:00","2022-11-28 01:30:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, Other Property, >$950","220818617"
"2022-11-28 00:00:00","2022-11-28 01:30:00","West of Twin Peaks","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, From Unlocked Vehicle, $200-$950","220820424"
"2022-11-28 00:00:00","2022-11-28 02:00:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Truck","220820496"
"2022-11-28 00:00:00","2022-11-28 02:25:00","Oceanview/Merced/Ingleside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Auto","220816655"
"2022-11-28 00:00:00","2022-11-28 02:26:00","Russian Hill","Burglary","Burglary","Open or Active","Northern","Burglary, Apartment House, Forcible Entry","220822975"
"2022-11-28 00:00:00","2022-11-28 02:36:00","Hayes Valley","Burglary","Burglary","Open or Active","Northern","Burglary, Other Bldg., Forcible Entry","220816627"
"2022-11-28 00:00:00","2022-11-28 02:37:00","Japantown","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Northern","Vehicle, Stolen, Motorcycle","220818106"
"2022-11-28 00:00:00","2022-11-28 02:42:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Other Weapon","220816661"
"2022-11-28 00:00:00","2022-11-28 02:43:00","Hayes Valley","Arson","Arson","Open or Active","Northern","Arson","220816649"
"2022-11-28 00:00:00","2022-11-28 03:45:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","226227797"
"2022-11-28 00:00:00","2022-11-28 03:57:00","South of Market","Recovered Vehicle","Recovered Vehicle","Open or Active","Southern","Vehicle, Recovered, Auto","220816730"
"2022-11-28 00:00:00","2022-11-28 04:40:00","Mission","Burglary","Burglary","Open or Active","Mission","Burglary, Residence, Unlawful Entry","220819085"
"2022-11-28 00:00:00","2022-11-28 04:45:00","Bayview Hunters Point","Burglary","Burglary","Open or Active","Bayview","Burglary, Store, Att. Forcible Entry","220816768"
"2022-11-28 00:00:00","2022-11-28 05:20:00","Western Addition","Burglary","Burglary","Open or Active","Northern","Burglary, Store, Forcible Entry","220816774"
"2022-11-28 00:00:00","2022-11-28 05:30:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Unlocked Vehicle, >$950","226227957"
"2022-11-28 00:00:00","2022-11-28 05:35:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Unlocked Vehicle, >$950","226228109"
"2022-11-28 00:00:00","2022-11-28 05:44:00","South of Market","Burglary","Burglary","Open or Active","Southern","Burglary, Store, Forcible Entry","220817039"
"2022-11-28 00:00:00","2022-11-28 06:37:00","Russian Hill","Other Offenses","Other Offenses","Open or Active","Central","License Plate, Found","220816796"
"2022-11-28 00:00:00","2022-11-28 06:45:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","226227866"
"2022-11-28 00:00:00","2022-11-28 07:00:00","Portola","Suspicious Occ","Suspicious Occ","Open or Active","Bayview","Suspicious Occurrence","220819007"
"2022-11-28 00:00:00","2022-11-28 07:05:00","Excelsior","Disorderly Conduct","Disorderly Conduct","Open or Active","Ingleside","Terrorist Threats","220816865"
"2022-11-28 00:00:00","2022-11-28 07:05:00","Excelsior","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, Vehicle Strip, >$950","220816865"
"2022-11-28 00:00:00","2022-11-28 07:15:00","Marina","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Property","226227731"
"2022-11-28 00:00:00","2022-11-28 07:26:00","Tenderloin","Fraud","Fraud","Open or Active","Tenderloin","Access Card, incl. Credit, Phone, ATM, Fraudulent Use of","220815271"
"2022-11-28 00:00:00","2022-11-28 07:26:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, From Building, >$950","220815271"
"2022-11-28 00:00:00","2022-11-28 07:30:00","Oceanview/Merced/Ingleside","Assault","Assault","Open or Active","Taraval","Battery","220817584"
"2022-11-28 00:00:00","2022-11-28 07:50:00","Noe Valley","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Other Property, >$950","226227991"
"2022-11-28 00:00:00","2022-11-28 08:00:00","Bernal Heights","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Auto","220822050"
"2022-11-28 00:00:00","2022-11-28 08:00:00","Financial District/South Beach","Other","Other","Open or Active","Central","Death Report, Cause Unknown","220817493"
